Time, CA, CB,CA0, v0, P, I, D,
-0.05,0.0,0.0,0.04,0.05,0.0,0.0,0.0,
0.0,0.04,0.16,1.2,0.0,0.0,0.0,-2.020133115,
0.05,0.0396,0.16040000000000001,1.2,0.0,0.003774999999999977,1.0440659440347402E-4,0.020201331149999675,
0.1,0.03920400000000001,0.16079600000000002,1.2,0.0,0.0075122499999999166,3.121757172663863E-4,0.019999317838499814,
0.15000000000000002,0.03881196000000001,0.16118804,1.2,0.0,0.01121212749999988,6.222737433041431E-4,0.01979932466011502,
0.2,0.03842384040000001,0.16157615960000002,1.2,0.0,0.014875006224999885,0.001033677383484997,0.01960133141351361,
0.25,0.03803960199600002,0.161960398004,1.2,0.0,0.01850125616274984,0.0015453735816675159,0.019405318099378562,
0.3,0.03765920597604002,0.16234079402395998,1.2,0.0,0.02209124360112231,0.0021563594122716834,0.019211264918384926,
0.35,0.03728261391627962,0.16271738608372038,1.2,0.0,0.025645331165111085,0.002865641978973284,0.01901915226920123,
0.39999999999999997,0.03690978777711682,0.16309021222288317,1.2,0.0,0.029163877853460002,0.0036722383144113437,0.01882896074650937,
0.44999999999999996,0.03654068989934565,0.16345931010065434,1.2,0.0,0.032647239074925456,0.004575175280898499,0.018640671139044246,
0.49999999999999994,0.036175283000352186,0.1638247169996478,1.2,0.0,0.03609576668417625,0.005573489472124259,0.018454264427653303,
0.5499999999999999,0.03581353017034867,0.1641864698296513,1.2,0.0,0.039509809017334446,0.0066662271158412344,0.01826972178337723,
0.6,0.03545539486864518,0.16454460513135477,1.2,0.0,0.042889710927161144,0.007852443977524517,0.018087024565543463,
0.65,0.03510084091995872,0.1648991590800412,1.2,0.0,0.046235813817889576,0.009131205264994441,0.01790615431988798,
0.7000000000000001,0.03474983251075913,0.16525016748924082,1.2,0.0,0.04954845567971071,0.010501585533993142,0.017727092776689123,
0.7500000000000001,0.034402334185651536,0.16559766581434843,1.2,0.024080737744403127,0.05282797112291364,0.011962668594705333,-0.05404362357784012,
0.8000000000000002,0.03546173342909321,0.16593494936008213,1.2,0.02782374355576612,0.04282989076293286,0.013147230987614117,-0.06455617831576979,
0.8500000000000002,0.03672720679929955,0.1662813100689225,1.2,0.03163372590341904,0.03088698583161052,0.01400148396829407,-0.07512551458732446,
0.9000000000000002,0.038199867365857336,0.16663864707486375,1.2,0.03551001502199849,0.016988751734721398,0.014471348262807548,-0.0857423225358561,
0.9500000000000003,0.03988064570031868,0.16700885882565464,1.2,0.039451947843795916,0.0011264062032424905,0.014502501702700395,-0.09639717905661249,
1.0000000000000002,0.04177028765623595,0.16739383962601612,1.2,0.043458867931778916,-0.016707089755726778,0.014040427439445134,-0.10708055981792353,
1.0500000000000003,0.04386935238484408,0.16779547610758766,1.2,0.0475301254132856,-0.036517013131966,0.013030462676823801,-0.11778285170937364,
1.1000000000000003,0.04617821059476021,0.1682156436335836,1.2,0.051665076914380714,-0.05830686248804948,0.011417847857557853,-0.128494365691315,
1.1500000000000004,0.048697043063568125,0.1686562026465197,1.2,0.0558630854948682,-0.08207834391242418,0.009147776238439077,-0.13920535001865328,
1.2000000000000004,0.05142583940862416,0.1691189949677302,1.2,0.060123520583953816,-0.10783135941889053,0.006165443786300428,-0.14990600381045208,
1.2500000000000004,0.05436439712386359,0.16960584005773408,1.2,0.06444575791655291,-0.13556399785646261,0.0024160993253962695,-0.16058649093554078,
1.3000000000000005,0.05751232088880193,0.17011853124682544,1.2,0.06882917947022912,-0.16527252838806816,-0.0021549051348553295,-0.17123695418309104,
1.3500000000000005,0.06086902215531743,0.17065883194555534,1.2,0.073273173402772,-0.1969513965908082,-0.007602063964273712,-0.1818475296859019,
1.4000000000000006,0.06443371901716839,0.17122847184503762,1.2,0.07777713399039297,-0.2305932232245267,-0.013979667442258627,-0.19240836156304408,
1.4500000000000006,0.06820543636654541,0.17182914311724937,1.2,0.010747016139778853,-0.26618880570927234,-0.021341751328995927,0.0037690603776411383,
1.5000000000000007,0.0681315527249941,0.17250484108131478,1.2,0.0,-0.26549152884213184,-0.02868455036724198,0.034756264100033255,
1.5500000000000007,0.06745023719774415,0.1731861566085647,1.2,0.0,-0.25906161355371043,-0.035849514820702096,0.03440870145903231,
1.6000000000000008,0.06677573482576671,0.17386065898054212,1.2,0.0,-0.2526959974181733,-0.04283842303522414,0.034064614444441775,
1.6500000000000008,0.06610797747750904,0.1745284163287998,1.2,0.0,-0.2463940374439916,-0.04965303557319748,0.03372396829999731,
1.7000000000000008,0.06544689770273396,0.1751894961035749,1.2,0.0,-0.2401550970695517,-0.05629509539138762,0.03338672861699754,
1.7500000000000009,0.06479242872570662,0.17584396508060227,1.2,0.0,-0.2339785460988562,-0.06276632801699238,0.033052861330827944,
1.800000000000001,0.06414450443844955,0.17649188936785934,1.2,0.0,-0.2278637606378676,-0.06906844172193762,0.03272233271751884,
1.850000000000001,0.06350305939406506,0.17713333441224385,1.2,0.0,-0.22181012303148898,-0.07520312769542993,0.03239510939034435,
1.900000000000001,0.0628680288001244,0.1777683650061845,1.2,0.0,-0.21581702180117404,-0.08117206021478385,0.03207115829644119,
1.950000000000001,0.06223934851212315,0.17839704529418574,1.2,0.0,-0.20988385158316222,-0.08697689681454074,0.03175044671347637,
2.000000000000001,0.061616955027001916,0.17901943877930696,1.2,0.0,-0.20401001306733058,-0.09261927845389659,0.03143294224634172,
2.0500000000000007,0.06100078547673189,0.17963560832957695,1.2,0.0,-0.19819491293665722,-0.0981008296824554,0.031118612823878237,
